index	title	original_title	creator	creator_lifespan	creator_nationality	date_created	location_created	medium	object_type	aspect_ratio	aspect_ratio_standard	orientation	master_width_px	master_height_px	megapixels	focal_anchors_count	physical_dimensions_raw	parsed_height_cm	parsed_width_cm	parsed_depth_cm	resolution_density_dpi	partner_name	partner_city_country	partner_website	partner_lat	partner_long	inventory_number	external_catalog_url	rights	art_movements	tags_and_topics	dominant_color	wikidata_qid	wikipedia_url	commons_image_url	asset_id	link
745	Orbis. Typus. Univeralis. Iuxta. Hydrographorum. Traditionem. Exactissime. Depicta. 1522. L.F.		Fries, Laurent			1535/1535				1.3215	4:3 (Standard)	Landscape					39 x 52 cm	39.0	52.0			Library of Virginia	Richmond, VA, United States	http://www.lva.virginia.gov/	37.541616	-77.433761					Geography, Map	#e3dbca				4wHOyH0rXbgN_A	https://artsandculture.google.com/asset/orbis-typus-univeralis-iuxta-hydrographorum-traditionem-exactissime-depicta-1522-l-f-fries-laurent/4wHOyH0rXbgN_A
744	Secunda etas mundi		Schedel, Hartmann			1493/1493				1.4205	1.42:1	Landscape					41 x 58 cm	41.0	58.0			Library of Virginia	Richmond, VA, United States	http://www.lva.virginia.gov/	37.541616	-77.433761					Germany, Map, Nuremberg	#e6dfcd				bwH5mVVa_6tHfA	https://artsandculture.google.com/asset/secunda-etas-mundi-schedel-hartmann/bwH5mVVa_6tHfA
743	Recens Edita Totius Novi Belgii in America Septentionali siti delineatio cura sumtibus Matthaei Seutteri, Chalcographi Augustani.		Seutter, Matthias			1730/1730				1.1384	1.14:1	Landscape	4400	3865	17.01	2	52 x 60 cm	52.0	60.0		186.3	Library of Virginia	Richmond, VA, United States	http://www.lva.virginia.gov/	37.541616	-77.433761					Augsburg, Germany, Map	#d2c6aa				fgF957pyRtGbrw	https://artsandculture.google.com/asset/recens-edita-totius-novi-belgii-in-america-septentionali-siti-delineatio-cura-sumtibus-matthaei-seutteri-chalcographi-augustani-seutter-matthias/fgF957pyRtGbrw
742	America with those Known Parts in that Unkowne Worlde Both People and Manner of Buildings Discribed and Inlarged by I.S. Ano. 1626		Speed, John			1676/1676				1.2882	1.29:1	Landscape					35 x 44 cm	35.0	44.0			Library of Virginia	Richmond, VA, United States	http://www.lva.virginia.gov/	37.541616	-77.433761					Geography, Map, Trade, United States	#e9dfca				rwHtELb-_ddPsg	https://artsandculture.google.com/asset/america-with-those-known-parts-in-that-unkowne-worlde-both-people-and-manner-of-buildings-discribed-and-inlarged-by-i-s-ano-1626-speed-john/rwHtELb-_ddPsg
741	Eilhard Lubinus's Great Map of the Duchy of Pomerania		Eilhard Lubinus			1758			map	1.6655	1.67:1	Landscape					129 x214 cm	129.0	214.0			Naval Museum in Gdynia	Gdynia, Poland	https://muzeummw.pl/	54.515785	18.548156					Map	#f1e4d9				WAGgya1FRCQDKw	https://artsandculture.google.com/asset/eilhard-lubinus-s-great-map-of-the-duchy-of-pomerania-eilhard-lubinus/WAGgya1FRCQDKw
740	Agricultural magazine, detail		Agricultural magazine							1.4001	1.40:1	Landscape										Fondazione Querini Stampalia	Venezia, Italy	https://www.querinistampalia.org/	45.436719	12.341382						#edeae6				ZwFkmictB-vjeA	https://artsandculture.google.com/asset/agricultural-magazine-detail-agricultural-magazine/ZwFkmictB-vjeA
739	Map of S. Agata di Treviso		Francesco Alberti			1666				1.4286	1.43:1	Landscape										Fondazione Querini Stampalia	Venezia, Italy	https://www.querinistampalia.org/	45.436719	12.341382					Italy, Map, Treviso	#e3dfd9				-AHym2nTGKiyhA	https://artsandculture.google.com/asset/map-of-s-agata-di-treviso-francesco-alberti/-AHym2nTGKiyhA
738	Map of Treviso		Antonio Prati			1774				1.5001	3:2 (Classic 35mm)	Landscape										Fondazione Querini Stampalia	Venezia, Italy	https://www.querinistampalia.org/	45.436719	12.341382					Italy, Map, Treviso	#ebe7de				VwEQ2Tp0vM6_MQ	https://artsandculture.google.com/asset/map-of-treviso-antonio-prati/VwEQ2Tp0vM6_MQ
737	Map of Treviso		Antonio Prati			1774				1.5	3:2 (Classic 35mm)	Landscape										Fondazione Querini Stampalia	Venezia, Italy	https://www.querinistampalia.org/	45.436719	12.341382					Italy, Map, Treviso	#efeee8				9wFppCqJavBAQw	https://artsandculture.google.com/asset/map-of-treviso-antonio-prati/9wFppCqJavBAQw
736	Map of S. Agata di Treviso		Francesco Alberti			1666				1.4999	3:2 (Classic 35mm)	Landscape										Fondazione Querini Stampalia	Venezia, Italy	https://www.querinistampalia.org/	45.436719	12.341382					Italy, Map, Treviso	#e8e6e0				qwGugqcl5WU9_w	https://artsandculture.google.com/asset/map-of-s-agata-di-treviso-francesco-alberti/qwGugqcl5WU9_w
735	Map of Asolo		Federico Beltz			Second half of the 18th century				1.5	3:2 (Classic 35mm)	Landscape										Fondazione Querini Stampalia	Venezia, Italy	https://www.querinistampalia.org/	45.436719	12.341382					Map	#e4e1dc				wwEONwF4XYjURw	https://artsandculture.google.com/asset/map-of-asolo-federico-beltz/wwEONwF4XYjURw
734	Bus Star Map		London Regional Transport			1989-06-15				1.413	1.41:1	Landscape	9857	6976	68.76	2						TfL Corporate Archives	London, United Kingdom	https://tfl.gov.uk/corporate/about-tfl/culture-and-heritage/corporate-archives	0.0	0.0					Map	#f2f3f2				nwF-G9bViQjiNQ	https://artsandculture.google.com/asset/bus-star-map-london-regional-transport/nwF-G9bViQjiNQ
733	Harry Beck's sketch for the Underground map					1931-01-01				1.4217	1.42:1	Landscape										TfL Corporate Archives	London, United Kingdom	https://tfl.gov.uk/corporate/about-tfl/culture-and-heritage/corporate-archives	0.0	0.0					Map	#efe7ce				EQG96SzbZyTSVA	https://artsandculture.google.com/asset/harry-beck-s-sketch-for-the-underground-map/EQG96SzbZyTSVA
732	Metropolitan Railway and Connections 1920 (Back)		Metropolitan Railway			1920				1.2933	1.29:1	Landscape										TfL Corporate Archives	London, United Kingdom	https://tfl.gov.uk/corporate/about-tfl/culture-and-heritage/corporate-archives	0.0	0.0						#eeefe1				GAGhSwiaKEmYOg	https://artsandculture.google.com/asset/metropolitan-railway-and-connections-1920-back-metropolitan-railway/GAGhSwiaKEmYOg
731	Azimuthal Quadrant		John Bird			XVIII century	London, England	Brass and Wood	Scientific Instrument	0.6641	2:3 (Portrait)	Portrait										Naval Museum	Madrid, Spain	http://www.armada.mde.es/ArmadaPortal/page/Portal/ArmadaEspannola/cienciaorgano/prefLang-es/01cienciamuseo	40.417761	-3.692734			Museo Naval, Madrid - All Rights Reserved		Astronomy, Brass, England, Metal, Physics, United Kingdom, Wood	#e5e5e4				4AGRRMLf6mNZNw	https://artsandculture.google.com/asset/azimuthal-quadrant-john-bird/4AGRRMLf6mNZNw
730	Chart of Juan de la Cosa		Juan de la Cosa			1500	Cádiz, Spain	Pigment, Parchment	Cartography	1.9346	1.93:1	Landscape										Naval Museum	Madrid, Spain	http://www.armada.mde.es/ArmadaPortal/page/Portal/ArmadaEspannola/cienciaorgano/prefLang-es/01cienciamuseo	40.417761	-3.692734			Museo Naval, Madrid - All Rights Reserved		Geography, Map, Pigment	#c5c19d				qgEi9buyDhP95A	https://artsandculture.google.com/asset/chart-of-juan-de-la-cosa-juan-de-la-cosa/qgEi9buyDhP95A
729	Ptolemy's Mappamundi		Claudio Ptolomeo			1472		Ink on paper	Map (facsimile)	1.5045	3:2 (Classic 35mm)	Landscape					59 x 88 cm	59.0	88.0			Naval Museum	Madrid, Spain	http://www.armada.mde.es/ArmadaPortal/page/Portal/ArmadaEspannola/cienciaorgano/prefLang-es/01cienciamuseo	40.417761	-3.692734			Naval Museum, Madrid. All rights reserved.		Geography, Ink, Map, Metal, Tin	#e0cab1				IgFh5DyZLbyDDQ	https://artsandculture.google.com/asset/ptolemy-s-mappamundi-claudio-ptolomeo/IgFh5DyZLbyDDQ
728	Escorial		Laurens Van der Hem			1662	Netherlands	Manuscript		1.6229	16:10	Landscape										UNESCO Memory of the World							Austrian National Library		Austria, Map, Netherlands	#b0a08f				MwFTRAAyk3mcig	https://artsandculture.google.com/asset/escorial-laurens-van-der-hem/MwFTRAAyk3mcig
727	Atlas Blaeu		Laurens Van der Hem			17th century	Netherlands	Manuscript		1.1539	1.15:1	Landscape										UNESCO Memory of the World							Austrian National Library		Austria, Map, Netherlands	#d6c7b4				EQFCE3JKVA3GQA	https://artsandculture.google.com/asset/atlas-blaeu-laurens-van-der-hem/EQFCE3JKVA3GQA
726	State 3					16th century	Malta, Italy & Czech Republic	Etching		1.4094	1.41:1	Landscape										UNESCO Memory of the World							MUŻA, Malta National COMMUNITY ART MUSEUM, Valletta, Malta		Etching, Malta, Map	#ccbfac				GAFrdieal0OScA	https://artsandculture.google.com/asset/state-3/GAFrdieal0OScA
725	Four-map collage of the Great Siege of Malta of 1565		Giovanni Francesco Camocio			1565	Malta, Italy & Czech Republic	Etching		1.3877	1.39:1	Landscape										UNESCO Memory of the World							Charles University, Prague		Etching, Geography, Malta, Map	#ae9b7d				0gF353uhXXPaZA	https://artsandculture.google.com/asset/four-map-collage-of-the-great-siege-of-malta-of-1565-giovanni-francesco-camocio/0gF353uhXXPaZA
724	The Piri Reis World Map					16th century		Manuscript		0.6916	2:3 (Portrait)	Portrait	4411	6378	28.13	1						UNESCO Memory of the World							Topkapi Palace Museum, İstanbul		Geography, Map, Turkey	#867868				jAEyKOIjoxB8nQ	https://artsandculture.google.com/asset/the-piri-reis-world-map/jAEyKOIjoxB8nQ
723	India and the Middle East		Jan Huyghen Van Linschoten			1596	Amsterdam	Copper engraving with hand colour	Document	1.356	4:3 (Standard)	Landscape					43.6 x 59.5 cm	43.6	59.5			Kalakriti Archives	Hyderabad, India	http://www.kalakritiarchives.in/	17.41734	78.443151					Copper, Economy, Engraving, Geography, India, Map, Metal	#d9c5a4				5gFoAFV1he9H0Q	https://artsandculture.google.com/asset/india-and-the-middle-east-jan-huyghen-van-linschoten/5gFoAFV1he9H0Q
722	Atlas Miller		Pedro Reinel, Jorge Reinel, and Lopo Homem			ca. 1519		Paper		1.3425	4:3 (Standard)	Landscape										Fundación Elkano	Getaria, Spain	https://www.elkanofundazioa.eus/				Gallica, BnF			France, Geography, Map, Paris	#c6c0a6				CQGlBteY0yZyGA	https://artsandculture.google.com/asset/atlas-miller-pedro-reinel-jorge-reinel-and-lopo-homem/CQGlBteY0yZyGA
721	Terra Brasilis, Atlas Miller		Pedro Reinel, Jorge Reinel, and Lopo Homem			ca. 1519				1.4437	1.44:1	Landscape										Fundación Elkano	Getaria, Spain	https://www.elkanofundazioa.eus/				Biblioteca Nacional Francesa			France, Geography, Map, Paris	#eee2bf				CQFHSsVPXNjYhQ	https://artsandculture.google.com/asset/terra-brasilis-atlas-miller-pedro-reinel-jorge-reinel-and-lopo-homem/CQFHSsVPXNjYhQ
720	Portrait of an Extraordinary Musical Dog		Philip Reinagle			1805		oil on canvas		1.2857	1.29:1	Landscape	50417	39213	1977.0	1	Unframed: 28 1/4 × 36 1/2 in. (71.76 × 92.71 cm) Framed: 32 1/8 × 40 in. (81.6 × 101.6 cm)	71.76	92.71		1381.3	Virginia Museum of Fine Arts	Richmond, United States	http://vmfa.museum	37.556036	-77.474791	85.465				Dog, Mammal, Oil paint, Pet	#3a2f2d	http://www.wikidata.org/entity/Q19931316		http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20an%20Extraordinary%20Musical%20Dog.jpg	HwH9xO5wbbmr1g	https://artsandculture.google.com/asset/portrait-of-an-extraordinary-musical-dog-philip-reinagle/HwH9xO5wbbmr1g
719	The Oldest Mask in the World		Unknown			Pre-Pottery Neolithic B, 9000 years ago		Stone	Mask	0.7993	0.80:1	Portrait					L: 22.5 cm; W: 15.6 cm; Th: 6.6 cm					The Israel Museum, Jerusalem	Jerusalem, Israel	https://www.imj.org.il/	31.772124	35.20409		Israel Museum, Jerusalem	The Israel Museum, Jerusalem		Mask	#383334				DQEivPUy-lKFYA	https://artsandculture.google.com/asset/the-oldest-mask-in-the-world-unknown/DQEivPUy-lKFYA
718	'Another Country' by James Baldwin		The Dial Press, New York			1962				1.568	16:10	Landscape										National Archives of Australia	CANBERRA, Australia	http://www.naa.gov.au/	0.0	0.0		Find out more - click here			Comics	#f2e4c2				mQGRYpGQjih2CQ	https://artsandculture.google.com/asset/another-country-by-james-baldwin-the-dial-press-new-york/mQGRYpGQjih2CQ
717	Indoor Scenery2		Nam, Kyung Min	1968	Korean	2000		Oil on canvas	Painting	2.4529	2.45:1	Panoramic (Landscape)	4040	1647	6.65	1	w2000 x h910 cm	910.0	2000.0		5.1	Korean Art Museum Association	Seoul, South Korea	http://www.artmuseums.or.kr/	37.576484	126.984555				Contemporary art	Oil paint	#c8c7a4				nAEYE5qjNGdzfg	https://artsandculture.google.com/asset/indoor-scenery2-nam-kyung-min/nAEYE5qjNGdzfg
716	Two Variations on Blue-Gray Painting with Light and Dark Lines		Robert Mangold			1974		graphite on wove paper		1.1789	1.18:1	Landscape										National Gallery of Art, Washington DC	Washington, DC, United States	http://www.nga.gov/	38.891298	-77.019965			CC0	Minimalism, Modern art	Graphite	#fae5c3				TQFjvXQRQq0XGg	https://artsandculture.google.com/asset/two-variations-on-blue-gray-painting-with-light-and-dark-lines-robert-mangold/TQFjvXQRQq0XGg
715	Drawings 1956-76		Donald Judd	1928/1994	American	1976-11-07/1976-12-12		Exhibition Poster	Poster	0.7148	3:4 (Portrait)	Portrait										Modern Art Oxford	Oxford, United Kingdom	http://www.modernartoxford.org.uk/	51.750781	-1.259043		https://www.modernartoxford.org.uk		Contemporary art, Minimalism	Ink	#eceae5				BwHp1QQ8BSzofA	https://artsandculture.google.com/asset/drawings-1956-76-donald-judd/BwHp1QQ8BSzofA
714	The Rhinoceros		Albrecht Dürer			1515		woodcut on laid paper		1.2669	1.27:1	Landscape	3000	2368	7.1	1	sheet (trimmed to image): 23.5 x 29.8 cm (9 1/4 x 11 3/4 in.)	23.5	29.8		255.7	National Gallery of Art, Washington DC	Washington, DC, United States	http://www.nga.gov/	38.891298	-77.019965			CC0	German Renaissance, Northern Renaissance, Renaissance	Engraving, Laid paper, Mammal	#efe0ca				KgFlk_gZAkOMcQ	https://artsandculture.google.com/asset/the-rhinoceros-albrecht-d%C3%BCrer/KgFlk_gZAkOMcQ
713	The distribution of Crimean Medals on Horse Guards Parade		Sir John Tenniel			1855		Watercolour and bodycolour over pencil	Watercolour	1.4741	3:2 (Classic 35mm)	Landscape	5370	3643	19.56	4	32.0 x 47.4 cm	32.0	47.4		287.8	Royal Collection Trust, UK	London, United Kingdom	https://www.rct.uk/	51.504639	-0.137719		http://www.rct.uk/collection/916783	Royal Collection Trust / © Her Majesty Queen Elizabeth II 2020		British royal family, Distemper, Drawing, Medal, Pencil, Royal family, Watercolor painting	#f5e4ce				kAFIi6F_ItHYxA	https://artsandculture.google.com/asset/the-distribution-of-crimean-medals-on-horse-guards-parade-sir-john-tenniel/kAFIi6F_ItHYxA
712	Design		Alexander Rodchenko			1918/1920		Oil on canvas	Painting	0.8721	0.87:1	Portrait	6294	7217	45.42	1	72 cm х 63 cm					Dagestan Museum of Fine Arts named after P. S. Gamzatova	Makhachkala, Russia	http://dagartmuseum.ru/	42.982217	47.510661			Daghestan Museum of Fine Arts named after P.S. Gamzatova	Modern art	Oil paint	#111011				KwE1K8M2s5TaBA	https://artsandculture.google.com/asset/design-alexander-rodchenko/KwE1K8M2s5TaBA
711	Untitled (Sketch Bauhaus products, from Alfred Arndt's class)		Eduard Ludwig			1928/1929		ink on tracing paper		0.7965	0.80:1	Portrait					15.5 x 12.5 cm	15.5	12.5			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 36164) / Image by Google		Dessau-Roßlau, Germany, India ink, Ink, Tracing paper	#a5a284				dgHxSDzBLIvWAg	https://artsandculture.google.com/asset/untitled-sketch-bauhaus-products-from-alfred-arndt-s-class-eduard-ludwig/dgHxSDzBLIvWAg
710	Untitled		László Moholy-Nagy	1895 - 1946	American	1923		Etching with drypoint	Prints	1.3038	4:3 (Standard)	Landscape					w39.4 x h28.3 cm (sheet)	28.3	39.4			The Museum of Fine Arts, Houston	Houston, United States	http://www.mfah.org/	29.725623	-95.390533				Bauhaus style, Modern art	Etching, Graphite	#efe9de				UgGCQ0ptveBeOw	https://artsandculture.google.com/asset/untitled-l%C3%A1szl%C3%B3-moholy-nagy/UgGCQ0ptveBeOw
709	The Vase	Die Vase	Paul Klee	1879-12-18 - 1940-06-29	Swiss-German	1938			Oil on burlap on burlap	0.6101	0.61:1	Portrait					w54.5 x h88 cm	88.0	54.5			Fondation Beyeler	Riehen, Switzerland	http://www.fondationbeyeler.ch/	47.588102	7.651016	94.6	Fondation Beyeler	Fondation Beyeler, Riehen/Basel, Photo: Peter Schibli, Basel	Bauhaus style, Expressionism, German Expressionism, Modern art	Cotton, Hessian fabric, Muslin, Oil paint, Textile	#ac9b82	http://www.wikidata.org/entity/Q133256123		http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Klee%20-%20The%20Vase%20-%20Google%20Art%20Project.jpg	9wE2kPAGlNgh_w	https://artsandculture.google.com/asset/the-vase/9wE2kPAGlNgh_w
708	Ruehende Schiffe (Barcos en reposo)		Paul KLEE	Suiza, Münchenbuchsee, 1879 - Suiza, Muralto-Locarno, 1940	Swiss	1927 - 1927		tempera	Painting	1.4585	1.46:1	Landscape					w64,5 x h47,5 cm					Museo Nacional de Bellas Artes de Argentina	Ciudad Autonoma de Buenos Aires, Argentina	http://www.bellasartes.gob.ar/	-34.583989	-58.393004				Bauhaus style, Expressionism, German Expressionism, Modern art	Acrylic paint, Cardboard, Oil paint, Tempera	#575247				MAHu6u5ZKUx8ow	https://artsandculture.google.com/asset/ruehende-schiffe-barcos-en-reposo/MAHu6u5ZKUx8ow
707	Stationery Chest		unknown			Republic of Korea/Joseon Dynasty		Wood	Housing/Daily Supplies/Family Heirloom Item/Furniture/Stationery Chest	2.0676	2.07:1	Panoramic (Landscape)	4836	2339	11.31	1	Width 81 Length 30 Height 36.5					National Folk Museum of Korea	Seoul, South Korea	http://www.nfm.go.kr	37.581923	126.979046					Furniture, Metal, Nickel, Wood	#b4b4b4				pgGlKKbiMuDgeQ	https://artsandculture.google.com/asset/stationery-chest-unknown/pgGlKKbiMuDgeQ
706	Tool cabinet 4 comp(artments) (Police Academy Pirna)		Franz Ehrlich						graphite pencil on paper	1.4363	1.44:1	Landscape					14.6 x 21.0 cm	14.6	21.0			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 32821 G) / © (Franz Ehrlich) Erbengemeinschaft nach Franz Ehrlich / Image by Google		Furniture, Graphite, Interior design, Pencil					bwFFaF2ytzQaEg	https://artsandculture.google.com/asset/tool-cabinet-4-comp-artments-police-academy-pirna-franz-ehrlich/bwFFaF2ytzQaEg
705	RENTAL PROPERTY (4- to 5-STOREY)		Reinhold Rossig						graphite pencil on paper	0.7818	3:4 (Portrait)	Portrait					12.2 x 9.6 cm	12.2	9.6			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 48195) / © (Reinhold Rossig) Rowland Ross / Image by Google		Graphite, Pencil					ygHQrBBHPIrr0Q	https://artsandculture.google.com/asset/rental-property-4-to-5-storey-reinhold-rossig/ygHQrBBHPIrr0Q
704	"EXAMPLE 6 2 LIVING ROOM CABINETS (Standardized unit furniture ""Hellerau Series 026"")"		Franz Ehrlich			1966-01-11		brownprint		1.3219	4:3 (Standard)	Landscape					29.5 x 42.0 cm	29.5	42.0			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 33832 G) / © (Ehrlich, Franz) Erbengemeinschaft nach Franz Ehrlich / Image by Google		Dresden, Furniture, Germany, Hellerau	#b3a587				IgGTDw2lcPskPw	https://artsandculture.google.com/asset/example-6-2-living-room-cabinets-standardized-unit-furniture-hellerau-series-026-franz-ehrlich/IgGTDw2lcPskPw
703	Two-tiered Chest		unknown			Republic of Korea/Joseon Dynasty		Wood	Housing/Daily Supplies/Family Heirloom Item/Furniture/Clothes Chest	0.741	3:4 (Portrait)	Portrait	3184	4297	13.68	1	Overall height 124 Length 41.7 Width 80.8					National Folk Museum of Korea	Seoul, South Korea	http://www.nfm.go.kr	37.581923	126.979046					Brass, Furniture, Metal, Wood	#e9e6e8				zQG3IuBQE-drDA	https://artsandculture.google.com/asset/two-tiered-chest-unknown/zQG3IuBQE-drDA
702	Sideboard and table (Design drawing from Alfred Arndt's and Lilly Reich's Interior Works class)		Eduard Ludwig			1931-02-11		graphite pencil on blueprint		1.4161	1.42:1	Landscape					29.8 x 42.0 cm	29.8	42.0			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 36144) / Image by Google		Design, Furniture, Graphite, Interior design, Pencil, Table	#a69c7c				5gEeHR2mzvUDvA	https://artsandculture.google.com/asset/sideboard-and-table-design-drawing-from-alfred-arndt-s-and-lilly-reich-s-interior-works-class-eduard-ludwig/5gEeHR2mzvUDvA
